SNR,PESQ,SIG,OVRL,BAK
17.5,4.643888473510742,3.4761072674127322,3.1547514944118014,3.965214975082506
12.5,4.643888473510742,3.5115562353646808,3.2139844402197477,4.02309931860924
7.5,4.643888473510742,3.5083091725348363,3.2089735198118654,4.0170750731328795
2.5,4.643888473510742,3.477547804729063,3.1716323342123314,3.994570512699362
