metric,effect,2.5dB,7.5dB,12.5dB,17.5dB
PESQ,-0.0755,-0.2057,-0.3588,-0.7441
PESQ,-0.0010,-0.0036,-0.0022,+0.0015
PESQ,+0.1561,+0.2934,+0.4131,+0.7768
CSIG,-0.1075,-0.1945,-0.2860,-0.5117
CSIG,+0.0009,-0.0018,-0.0007,-0.0017
CSIG,+0.1329,+0.2205,+0.2914,+0.5151
CBAK,+0.1612,+0.0659,-0.0608,-0.3075
CBAK,-0.0009,-0.0026,-0.0016,-0.0005
CBAK,-0.0359,+0.0620,+0.1629,+0.3644
COVL,-0.0929,-0.2035,-0.3268,-0.6436
COVL,+0.0000,-0.0026,-0.0013,+0.0014
COVL,+0.1477,+0.2613,+0.3571,+0.6568
