system,noise,snr_db,PESQ,SIG,BAK,OVRL,CSIG,CBAK,COVL,n_files
SEM_lit,psquare,2.5,1.4136185122699272,3.3049152379562536,3.1801204848222118,2.632338940280913,2.7139931840839893,1.6602925225042102,2.0023937894347825,41
SEM_lit,psquare,7.5,1.6908604531061082,3.364031887137026,3.4279094846206513,2.7825431515743992,3.0925619746802417,1.9221878533783472,2.3516558908137846,42
SEM_lit,psquare,12.5,2.0126673419301104,3.4267475308016984,3.6632795685201804,2.9498758518813837,3.549632056328194,2.178886834340565,2.759948786169609,41
SEM_lit,psquare,17.5,2.669142396677108,3.3866300366906006,3.7157457216702974,2.9494852348370806,4.0690026301027045,2.5955282142749048,3.360337878271626,42
SEM_lit_uFB,bus,2.5,1.8757552419389998,3.3419518953985023,3.5355617950026947,2.8245763772238868,3.211406515584828,1.936189792157478,2.4917442729790915,42
SEM_lit_uFB,bus,7.5,2.40998286154212,3.390804589974921,3.8121256592120263,2.985682168988335,3.7969582521969945,2.350052405811796,3.0819630052238427,41
SEM_lit_uFB,bus,12.5,2.752851387349571,3.397837038510841,3.89637747719051,3.041145126832332,4.190156043892054,2.6435134774693605,3.4684777720655426,41
SEM_lit_uFB,bus,17.5,3.249086266756058,3.404237347239053,3.9233899985080933,3.0639114283828377,4.577869180446761,2.969334905701213,3.9435922444994906,40
SEM_lit_uFB,cafe,2.5,1.180954362664904,2.386904896965906,2.026853161690928,1.8001757388396982,1.9283917054917235,1.4876871565394327,1.4665890197351836,42
SEM_lit_uFB,cafe,7.5,1.414864781498909,3.211391903163507,2.946079484183247,2.4884770441363706,2.5186788244815768,1.778095863269123,1.9084691196246468,40
SEM_lit_uFB,cafe,12.5,1.6927498637176142,3.3898542794564506,3.3243031797286484,2.7554459933726916,2.9822383894759827,2.0328056812706263,2.2994976747097153,41
SEM_lit_uFB,cafe,17.5,2.070760511770481,3.3683218771151013,3.608174220994555,2.8921116698374267,3.4529698708078196,2.3110139021535594,2.742137302488421,41
SEM_lit_uFB,living,2.5,1.2466843781017123,2.812173749897666,2.4440874707276024,2.1111253005058535,2.0922160823965816,1.544954796445447,1.5844252542398143,42
SEM_lit_uFB,living,7.5,1.5307670661381312,3.291835852806606,3.237878468183006,2.664095534506101,2.5360333008338984,1.8514703525455087,1.984846512050108,42
SEM_lit_uFB,living,12.5,1.8079443573951721,3.375074123061116,3.5107695617782393,2.8241118907799536,2.9971649721631466,2.098960119382945,2.3677094621022623,42
SEM_lit_uFB,living,17.5,2.2752346098423004,3.3617424600884562,3.6180965424869536,2.8746387710848604,3.4446697807103392,2.4180337141933217,2.843899298935096,40
SEM_lit_uFB,office,2.5,1.9837903380393982,3.380572643239044,3.812525970741068,2.975240685168002,3.2756610610063377,2.0688907979933018,2.6002714839209005,40
SEM_lit_uFB,office,7.5,2.468893734420218,3.3560891646326785,3.9534038106216096,3.025027085996859,3.8485885198526004,2.427854808969335,3.1502797405193483,41
SEM_lit_uFB,office,12.5,2.817401897339594,3.381686882950764,4.001547721199663,3.079355725329305,4.213835629182534,2.6950821469613526,3.5242758006719144,42
SEM_lit_uFB,office,17.5,3.220693466140003,3.3946797300365277,4.035734273615617,3.1056367759338714,4.613490777189216,2.985153832957782,3.9447808959195516,41
SEM_lit_uFB,psquare,2.5,1.344471160958453,3.354813838900458,3.125868595281289,2.6399329792516073,2.6435980716308283,1.6550364207088484,1.9305594436659939,41
SEM_lit_uFB,psquare,7.5,1.5970596387272789,3.4123313479613557,3.400184836318631,2.8077109586519513,2.991063862545721,1.9144492460175018,2.253412117073369,42
SEM_lit_uFB,psquare,12.5,1.9469550266498472,3.433203520016206,3.6657617430538987,2.9597336641918,3.4764964689169444,2.1955183653873918,2.6914555365363193,41
SEM_lit_uFB,psquare,17.5,2.5213716682933627,3.415987328451218,3.715767272490988,2.977772679486211,3.944228056949909,2.567265262604836,3.2259150731792294,42
SEM_uFB,bus,2.5,1.837555380094619,3.345734723373939,3.330465627738438,2.757444339249925,3.190493974102482,1.8311325144999462,2.461023756947818,42
SEM_uFB,bus,7.5,2.3875286782660137,3.4621283960524067,3.741858153163849,3.007857919273173,3.795811688176778,2.2603156280589762,3.069931235755688,41
SEM_uFB,bus,12.5,2.762152686351683,3.4397477766000963,3.847194163112223,3.0515718045260805,4.219429733335861,2.582329629595294,3.4875991535957978,41
SEM_uFB,bus,17.5,3.3391342759132385,3.4513413206811188,3.911408394576244,3.100650069955971,4.63646034075776,2.96936713953525,4.0324658574343895,40
SEM_uFB,cafe,2.5,1.1733034593718392,2.363850310465941,1.8894290585311158,1.7468828124191969,1.963597439902814,1.3997695917440578,1.4791671065616392,42
