system,noise,snr_db,metric,n,mean,ci_low,ci_high,nu_mean
AIDA2_thetaWFB,living,7.5,CSIG,42,2.613942861557007,2.489690065383911,2.7081706523895264,3.9597296714782715
AIDA2_thetaWFB,living,7.5,CBAK,42,1.8700671195983887,1.827157735824585,1.9127211570739746,25.492708206176758
AIDA2_thetaWFB,living,7.5,COVL,42,1.950705885887146,1.8562947511672974,2.0414047241210938,15.974255561828613
AIDA2_thetaWFB,living,12.5,PESQ,42,1.6255245208740234,1.543144702911377,1.7099493741989136,22.5169734954834
AIDA2_thetaWFB,living,12.5,CSIG,42,2.895634889602661,2.790151596069336,2.9989771842956543,14.881279945373535
AIDA2_thetaWFB,living,12.5,CBAK,42,2.0041980743408203,1.9595940113067627,2.048995018005371,19.650856018066406
AIDA2_thetaWFB,living,12.5,COVL,42,2.2139229774475098,2.12371826171875,2.3002424240112305,20.347681045532227
AIDA2_thetaWFB,living,17.5,PESQ,40,1.7569082975387573,1.6869282722473145,1.826598882675171,23.5650577545166
AIDA2_thetaWFB,living,17.5,CSIG,40,3.1536569595336914,3.008287191390991,3.295412063598633,13.620319366455078
AIDA2_thetaWFB,living,17.5,CBAK,40,2.1409144401550293,2.101600170135498,2.1817944049835205,24.370803833007812
AIDA2_thetaWFB,living,17.5,COVL,40,2.422590732574463,2.313243865966797,2.525588035583496,22.049028396606445
AIDA2_thetaWFB,office,2.5,PESQ,40,1.724854826927185,1.642204999923706,1.8119072914123535,20.35454559326172
AIDA2_thetaWFB,office,2.5,CSIG,40,3.104325294494629,3.0224409103393555,3.182643413543701,20.765113830566406
AIDA2_thetaWFB,office,2.5,CBAK,40,2.054675579071045,1.999131441116333,2.1077065467834473,21.33464241027832
AIDA2_thetaWFB,office,2.5,COVL,40,2.3870387077331543,2.311062812805176,2.4608757495880127,22.66444969177246
AIDA2_thetaWFB,office,7.5,PESQ,41,2.060468912124634,1.9713698625564575,2.1518068313598633,18.960344314575195
AIDA2_thetaWFB,office,7.5,CSIG,41,3.593559741973877,3.5134031772613525,3.677077293395996,21.454957962036133
AIDA2_thetaWFB,office,7.5,CBAK,41,2.2685699462890625,2.21928334236145,2.318355083465576,18.359060287475586
AIDA2_thetaWFB,office,7.5,COVL,41,2.8103151321411133,2.7204556465148926,2.904132843017578,20.038532257080078
AIDA2_thetaWFB,office,12.5,PESQ,42,2.3003897666931152,2.197605609893799,2.4046592712402344,19.922805786132812
AIDA2_thetaWFB,office,12.5,CSIG,42,3.881316661834717,3.7927167415618896,3.970390796661377,22.67916488647461
AIDA2_thetaWFB,office,12.5,CBAK,42,2.4178667068481445,2.3619277477264404,2.4711878299713135,21.04807472229004
AIDA2_thetaWFB,office,12.5,COVL,42,3.0874691009521484,2.988382339477539,3.183542490005493,21.459672927856445
AIDA2_thetaWFB,office,17.5,PESQ,41,2.3154244422912598,2.2154741287231445,2.4152681827545166,21.99725914001465
AIDA2_thetaWFB,office,17.5,CSIG,41,4.045113563537598,3.9545881748199463,4.131872653961182,21.70745086669922
AIDA2_thetaWFB,office,17.5,CBAK,41,2.5097432136535645,2.4578466415405273,2.5614733695983887,23.07097816467285
AIDA2_thetaWFB,office,17.5,COVL,41,3.1934638023376465,3.098094940185547,3.2900476455688477,21.948368072509766
AIDA2_thetaWFB,psquare,2.5,PESQ,41,1.3473479747772217,1.291317343711853,1.405383586883545,20.390880584716797
AIDA2_thetaWFB,psquare,2.5,CSIG,41,2.646329879760742,2.549872398376465,2.747166633605957,21.190515518188477
AIDA2_thetaWFB,psquare,2.5,CBAK,41,1.7521802186965942,1.6947838068008423,1.8087849617004395,23.492708206176758
AIDA2_thetaWFB,psquare,2.5,COVL,41,1.933629035949707,1.8536083698272705,2.0127503871917725,21.982627868652344
AIDA2_thetaWFB,psquare,7.5,PESQ,42,1.5684561729431152,1.4933844804763794,1.6428585052490234,24.795394897460938
AIDA2_thetaWFB,psquare,7.5,CSIG,42,2.9719581604003906,2.881871461868286,3.062744617462158,24.772132873535156
AIDA2_thetaWFB,psquare,7.5,CBAK,42,1.9457353353500366,1.9033560752868652,1.9884353876113892,25.28661346435547
AIDA2_thetaWFB,psquare,7.5,COVL,42,2.226395606994629,2.1455624103546143,2.305001735687256,25.303220748901367
AIDA2_thetaWFB,psquare,12.5,PESQ,41,1.712764024734497,1.6103373765945435,1.8121017217636108,24.70703887939453
AIDA2_thetaWFB,psquare,12.5,CSIG,41,3.3412039279937744,3.2490243911743164,3.4364469051361084,11.829473495483398
AIDA2_thetaWFB,psquare,12.5,CBAK,41,2.079507827758789,2.0246710777282715,2.134547233581543,22.00226593017578
AIDA2_thetaWFB,psquare,12.5,COVL,41,2.4989776611328125,2.3968260288238525,2.595334529876709,20.30063819885254
AIDA2_thetaWFB,psquare,17.5,PESQ,42,1.9471495151519775,1.8505797386169434,2.043736696243286,22.86398696899414
AIDA2_thetaWFB,psquare,17.5,CSIG,42,3.597334623336792,3.4560883045196533,3.735689640045166,16.960527420043945
AIDA2_thetaWFB,psquare,17.5,CBAK,42,2.2664337158203125,2.2107484340667725,2.321106433868408,21.211645126342773
AIDA2_thetaWFB,psquare,17.5,COVL,42,2.7587101459503174,2.636556625366211,2.875300884246826,19.897281646728516
AIDA2_thetauFB,bus,2.5,PESQ,42,1.5844981670379639,1.4776662588119507,1.6959728002548218,20.868724822998047
AIDA2_thetauFB,bus,2.5,CSIG,42,2.8907251358032227,2.744533061981201,3.036837339401245,22.16777801513672
AIDA2_thetauFB,bus,2.5,CBAK,42,1.9057883024215698,1.8518787622451782,1.9632012844085693,24.593303680419922
AIDA2_thetauFB,bus,2.5,COVL,42,2.1776230335235596,2.0604867935180664,2.295199155807495,21.49749183654785
AIDA2_thetauFB,bus,7.5,PESQ,41,1.9100918769836426,1.763516902923584,2.0545737743377686,23.695117950439453
AIDA2_thetauFB,bus,7.5,CSIG,41,3.343233585357666,3.2035210132598877,3.4886314868927,22.6787166595459
AIDA2_thetauFB,bus,7.5,CBAK,41,2.1808502674102783,2.1210265159606934,2.2420992851257324,24.712059020996094
AIDA2_thetauFB,bus,7.5,COVL,41,2.5974113941192627,2.4580185413360596,2.7394957542419434,22.91421890258789
AIDA2_thetauFB,bus,12.5,PESQ,41,2.029212713241577,1.895208716392517,2.1680335998535156,22.470657348632812
AIDA2_thetauFB,bus,12.5,CSIG,41,3.6612396240234375,3.5372838973999023,3.7825241088867188,17.87520980834961
AIDA2_thetauFB,bus,12.5,CBAK,41,2.32907772064209,2.264075756072998,2.3962955474853516,21.801250457763672
AIDA2_thetauFB,bus,12.5,COVL,41,2.829932689666748,2.7056186199188232,2.949249029159546,21.953277587890625
AIDA2_thetauFB,bus,17.5,PESQ,40,2.2807552814483643,2.1386606693267822,2.4267406463623047,24.52328109741211
AIDA2_thetauFB,bus,17.5,CSIG,40,3.9272477626800537,3.7978053092956543,4.052352428436279,24.193750381469727
AIDA2_thetauFB,bus,17.5,CBAK,40,2.50156569480896,2.4263687133789062,2.5782339572906494,24.099599838256836
AIDA2_thetauFB,bus,17.5,COVL,40,3.110351800918579,2.968050241470337,3.2503821849823,24.608123779296875
AIDA2_thetauFB,cafe,2.5,PESQ,42,1.1669009923934937,1.1292767524719238,1.2070472240447998,15.2466402053833
AIDA2_thetauFB,cafe,2.5,CSIG,42,1.8192322254180908,1.6986500024795532,1.9420090913772583,21.863548278808594
AIDA2_thetauFB,cafe,2.5,CBAK,42,1.59528386592865,1.5574805736541748,1.6335246562957764,22.61060333251953
AIDA2_thetauFB,cafe,2.5,COVL,42,1.4058459997177124,1.3287429809570312,1.479838490486145,23.908361434936523
AIDA2_thetauFB,cafe,7.5,PESQ,40,1.3194178342819214,1.2706142663955688,1.3711724281311035,16.640716552734375
AIDA2_thetauFB,cafe,7.5,CSIG,40,2.360161542892456,2.2348170280456543,2.484194040298462,24.411348342895508
AIDA2_thetauFB,cafe,7.5,CBAK,40,1.8164888620376587,1.7763601541519165,1.8553345203399658,21.45709800720215
AIDA2_thetauFB,cafe,7.5,COVL,40,1.781019926071167,1.6962807178497314,1.8649486303329468,24.590547561645508
AIDA2_thetauFB,cafe,12.5,PESQ,41,1.4941251277923584,1.418652892112732,1.5687613487243652,24.311809539794922
AIDA2_thetauFB,cafe,12.5,CSIG,41,2.760631561279297,2.6518173217773438,2.8716328144073486,23.789630889892578
AIDA2_thetauFB,cafe,12.5,CBAK,41,1.9820804595947266,1.9375965595245361,2.0272843837738037,23.872146606445312
AIDA2_thetauFB,cafe,12.5,COVL,41,2.0857620239257812,1.9945683479309082,2.1714253425598145,24.55009651184082
AIDA2_thetauFB,cafe,17.5,PESQ,41,1.6999619007110596,1.6231729984283447,1.7798079252243042,23.57685661315918
AIDA2_thetauFB,cafe,17.5,CSIG,41,3.149890661239624,3.0667388439178467,3.235172748565674,24.193376541137695
AIDA2_thetauFB,cafe,17.5,CBAK,41,2.139586925506592,2.099414825439453,2.179415464401245,24.811363220214844
AIDA2_thetauFB,cafe,17.5,COVL,41,2.401252031326294,2.327176570892334,2.4772958755493164,24.409488677978516
AIDA2_thetauFB,living,2.5,PESQ,42,1.2236080169677734,1.180039405822754,1.2678983211517334,17.023313522338867
AIDA2_thetauFB,living,2.5,CSIG,42,2.0241055488586426,1.9088563919067383,2.1285364627838135,13.467636108398438
AIDA2_thetauFB,living,2.5,CBAK,42,1.6724282503128052,1.6396297216415405,1.7060887813568115,23.50611114501953
AIDA2_thetauFB,living,2.5,COVL,42,1.5457794666290283,1.4812967777252197,1.6012828350067139,12.200013160705566
AIDA2_thetauFB,living,7.5,PESQ,42,1.3869004249572754,1.323775053024292,1.4509779214859009,18.91547393798828
AIDA2_thetauFB,living,7.5,CSIG,42,2.4604744911193848,2.307227849960327,2.5864741802215576,8.31093978881836
AIDA2_thetauFB,living,7.5,CBAK,42,1.8832885026931763,1.8412739038467407,1.92742919921875,23.730571746826172
AIDA2_thetauFB,living,7.5,COVL,42,1.853538155555725,1.7617757320404053,1.951427698135376,17.848379135131836
AIDA2_thetauFB,living,12.5,PESQ,42,1.5481512546539307,1.4653407335281372,1.6322240829467773,23.499696731567383
AIDA2_thetauFB,living,12.5,CSIG,42,2.7634191513061523,2.6564149856567383,2.873809576034546,17.025360107421875
AIDA2_thetauFB,living,12.5,CBAK,42,2.019488573074341,1.9751927852630615,2.0635101795196533,19.096397399902344
AIDA2_thetauFB,living,12.5,COVL,42,2.1162731647491455,2.026714563369751,2.204920768737793,21.305498123168945
AIDA2_thetauFB,living,17.5,PESQ,40,1.7879703044891357,1.7008082866668701,1.8768043518066406,21.915876388549805
AIDA2_thetauFB,living,17.5,CSIG,40,3.1240901947021484,2.978983163833618,3.264517307281494,18.849023818969727
AIDA2_thetauFB,living,17.5,CBAK,40,2.1942331790924072,2.139064311981201,2.248342752456665,24.767698287963867
AIDA2_thetauFB,living,17.5,COVL,40,2.4334654808044434,2.313591718673706,2.546623706817627,22.95610237121582
AIDA2_thetauFB,office,2.5,PESQ,40,1.6255732774734497,1.5441945791244507,1.7041572332382202,24.787193298339844
AIDA2_thetauFB,office,2.5,CSIG,40,2.9193150997161865,2.8512203693389893,2.9918935298919678,16.451984405517578
AIDA2_thetauFB,office,2.5,CBAK,40,2.0265583992004395,1.9733744859695435,2.0774059295654297,23.90828514099121
AIDA2_thetauFB,office,2.5,COVL,40,2.239905834197998,2.174246311187744,2.3069441318511963,20.568965911865234
AIDA2_thetauFB,office,7.5,PESQ,41,1.9511679410934448,1.8325515985488892,2.069744825363159,21.089916229248047
AIDA2_thetauFB,office,7.5,CSIG,41,3.4465243816375732,3.3446197509765625,3.545294761657715,23.66901206970215
AIDA2_thetauFB,office,7.5,CBAK,41,2.258411169052124,2.2093849182128906,2.3092763423919678,21.052968978881836
AIDA2_thetauFB,office,7.5,COVL,41,2.683560609817505,2.574416399002075,2.7926645278930664,23.084653854370117
AIDA2_thetauFB,office,12.5,PESQ,42,2.3190386295318604,2.2160696983337402,2.42110013961792,23.261083602905273
AIDA2_thetauFB,office,12.5,CSIG,42,3.8225350379943848,3.7337758541107178,3.9060914516448975,24.691593170166016
AIDA2_thetauFB,office,12.5,CBAK,42,2.468798875808716,2.422205686569214,2.515608549118042,21.6890926361084
AIDA2_thetauFB,office,12.5,COVL,42,3.071284294128418,2.982907295227051,3.1603946685791016,25.06387710571289
AIDA2_thetauFB,office,17.5,PESQ,41,2.4049673080444336,2.273019313812256,2.5450901985168457,23.610225677490234
AIDA2_thetauFB,office,17.5,CSIG,41,4.0558576583862305,3.953464984893799,4.155181884765625,24.051286697387695
AIDA2_thetauFB,office,17.5,CBAK,41,2.5883328914642334,2.523308038711548,2.653930902481079,23.152484893798828
AIDA2_thetauFB,office,17.5,COVL,41,3.2463130950927734,3.1235194206237793,3.367452621459961,23.920576095581055
AIDA2_thetauFB,psquare,2.5,PESQ,41,1.2905077934265137,1.246222734451294,1.3352900743484497,21.058063507080078
AIDA2_thetauFB,psquare,2.5,CSIG,41,2.469698905944824,2.3868186473846436,2.556061267852783,24.368558883666992
AIDA2_thetauFB,psquare,2.5,CBAK,41,1.7575490474700928,1.7072112560272217,1.807722568511963,22.696006774902344
AIDA2_thetauFB,psquare,2.5,COVL,41,1.813340663909912,1.7533124685287476,1.8729671239852905,23.298908233642578
AIDA2_thetauFB,psquare,7.5,PESQ,42,1.4680594205856323,1.3993877172470093,1.5382806062698364,21.976652145385742
AIDA2_thetauFB,psquare,7.5,CSIG,42,2.782315254211426,2.7006170749664307,2.866091251373291,25.669763565063477
AIDA2_thetauFB,psquare,7.5,CBAK,42,1.939603328704834,1.9034805297851562,1.975399374961853,24.88642120361328
AIDA2_thetauFB,psquare,7.5,COVL,42,2.0844566822052,2.0155608654022217,2.154510021209717,24.470111846923828
AIDA2_thetauFB,psquare,12.5,PESQ,41,1.6161912679672241,1.5115234851837158,1.7201359272003174,18.433862686157227
AIDA2_thetauFB,psquare,12.5,CSIG,41,3.1913650035858154,3.0980706214904785,3.2815799713134766,9.029040336608887
AIDA2_thetauFB,psquare,12.5,CBAK,41,2.0826592445373535,2.0279364585876465,2.136603832244873,16.32280731201172
AIDA2_thetauFB,psquare,12.5,COVL,41,2.3732659816741943,2.2800064086914062,2.4670989513397217,13.109978675842285
AIDA2_thetauFB,psquare,17.5,PESQ,42,1.9044681787490845,1.8051562309265137,2.007354497909546,19.628210067749023
AIDA2_thetauFB,psquare,17.5,CSIG,42,3.5114517211914062,3.382516860961914,3.6320879459381104,21.684579849243164
AIDA2_thetauFB,psquare,17.5,CBAK,42,2.279698610305786,2.227274179458618,2.3320906162261963,20.619300842285156
AIDA2_thetauFB,psquare,17.5,COVL,42,2.700025796890259,2.5850963592529297,2.808194637298584,21.89697265625
SEM,bus,2.5,PESQ,42,1.871275782585144,1.69672691822052,2.0414113998413086,19.5666446685791
SEM,bus,2.5,CSIG,42,3.26664662361145,3.0976498126983643,3.4276914596557617,22.349966049194336
SEM,bus,2.5,CBAK,42,1.8214776515960693,1.7338569164276123,1.9115450382232666,20.32710838317871
SEM,bus,2.5,COVL,42,2.5175833702087402,2.3486833572387695,2.6881940364837646,21.315677642822266
SEM,bus,7.5,PESQ,41,2.4691402912139893,2.272470474243164,2.6652305126190186,24.154312133789062
SEM,bus,7.5,CSIG,41,3.8872013092041016,3.7241547107696533,4.054419040679932,23.797969818115234
SEM,bus,7.5,CBAK,41,2.2634165287017822,2.1632773876190186,2.359846830368042,24.588520050048828
SEM,bus,7.5,COVL,41,3.1520657539367676,2.9703381061553955,3.3324191570281982,24.378137588500977
SEM,bus,12.5,PESQ,41,2.8510143756866455,2.6800789833068848,3.01774263381958,17.662174224853516
SEM,bus,12.5,CSIG,41,4.302657604217529,4.149257659912109,4.451510906219482,20.21125030517578
SEM,bus,12.5,CBAK,41,2.5719268321990967,2.4765307903289795,2.665569305419922,21.026609420776367
SEM,bus,12.5,COVL,41,3.5699779987335205,3.404435157775879,3.7295801639556885,20.4859676361084
SEM,bus,17.5,PESQ,40,3.383052349090576,3.210517406463623,3.550835609436035,21.037763595581055
SEM,bus,17.5,CSIG,40,4.703725814819336,4.567741394042969,4.833377838134766,17.681161880493164
SEM,bus,17.5,CBAK,40,2.9409730434417725,2.8438966274261475,3.040585994720459,22.880069732666016
SEM,bus,17.5,COVL,40,4.07837438583374,3.907487630844116,4.234246253967285,22.243181228637695
SEM,cafe,2.5,PESQ,42,1.1706373691558838,1.1344010829925537,1.2073876857757568,19.842235565185547
SEM,cafe,2.5,CSIG,42,2.0038414001464844,1.8690873384475708,2.1354048252105713,20.271825790405273
SEM,cafe,2.5,CBAK,42,1.37654447555542,1.334272861480713,1.4183177947998047,24.50597381591797
SEM,cafe,2.5,COVL,42,1.5005362033843994,1.417484164237976,1.584896206855774,23.558189392089844
SEM,cafe,7.5,PESQ,40,1.3654897212982178,1.2904911041259766,1.4499163627624512,12.855114936828613
SEM,cafe,7.5,CSIG,40,2.5616066455841064,2.421950578689575,2.6952059268951416,21.47989845275879
SEM,cafe,7.5,CBAK,40,1.628565788269043,1.5671653747558594,1.6907893419265747,19.277496337890625
SEM,cafe,7.5,COVL,40,1.9095652103424072,1.8079068660736084,2.015864610671997,18.75916290283203
SEM,cafe,12.5,PESQ,41,1.6495286226272583,1.5459282398223877,1.7506701946258545,24.07516860961914
SEM,cafe,12.5,CSIG,41,3.02384614944458,2.897658586502075,3.1478271484375,23.311363220214844
SEM,cafe,12.5,CBAK,41,1.8920141458511353,1.8319058418273926,1.949767827987671,24.769180297851562
SEM,cafe,12.5,COVL,41,2.2993364334106445,2.1910150051116943,2.409099817276001,23.723203659057617
SEM,cafe,17.5,PESQ,41,2.091508150100708,1.9513458013534546,2.2296040058135986,24.778249740600586
SEM,cafe,17.5,CSIG,41,3.5212435722351074,3.393321990966797,3.650298833847046,24.36702537536621
SEM,cafe,17.5,CBAK,41,2.225253105163574,2.1456093788146973,2.3028359413146973,24.067188262939453
SEM,cafe,17.5,COVL,41,2.7826850414276123,2.6470720767974854,2.9197962284088135,24.697052001953125
SEM,living,2.5,PESQ,42,1.21897292137146,1.1771045923233032,1.2617357969284058,22.548114776611328
SEM,living,2.5,CSIG,42,2.1754443645477295,2.057997703552246,2.277330160140991,10.775803565979004
SEM,living,2.5,CBAK,42,1.3991954326629639,1.3633842468261719,1.4363778829574585,21.390213012695312
SEM,living,2.5,COVL,42,1.6126629114151,1.5479360818862915,1.6711198091506958,11.851205825805664
SEM,living,7.5,PESQ,42,1.517102599143982,1.4230877161026,1.6122384071350098,24.83247947692871
SEM,living,7.5,CSIG,42,2.6518638134002686,2.5068819522857666,2.7768685817718506,11.877547264099121
SEM,living,7.5,CBAK,42,1.7133748531341553,1.6546720266342163,1.772125482559204,23.35403823852539
SEM,living,7.5,COVL,42,2.0206291675567627,1.914630651473999,2.1311423778533936,20.952919006347656
SEM,living,12.5,PESQ,42,1.7845242023468018,1.6714825630187988,1.9000693559646606,22.787628173828125
SEM,living,12.5,CSIG,42,3.039944648742676,2.914757013320923,3.1643941402435303,18.025074005126953
SEM,living,12.5,CBAK,42,1.9464129209518433,1.8834822177886963,2.0106630325317383,19.638065338134766
SEM,living,12.5,COVL,42,2.3717730045318604,2.254389762878418,2.4887614250183105,21.681610107421875
SEM,living,17.5,PESQ,40,2.3542444705963135,2.242344379425049,2.4656078815460205,24.201723098754883
SEM,living,17.5,CSIG,40,3.581568956375122,3.401123285293579,3.7506139278411865,16.763200759887695
SEM,living,17.5,CBAK,40,2.37018084526062,2.31169056892395,2.4259116649627686,23.298690795898438
SEM,living,17.5,COVL,40,2.9435694217681885,2.8119518756866455,3.073798656463623,23.455476760864258
SEM,office,2.5,PESQ,40,2.01948881149292,1.8804455995559692,2.158250570297241,25.00560188293457
SEM,office,2.5,CSIG,40,3.331420421600342,3.222618818283081,3.438076972961426,23.067903518676758
SEM,office,2.5,CBAK,40,1.9855855703353882,1.9067676067352295,2.0613675117492676,23.25628662109375
SEM,office,2.5,COVL,40,2.6481919288635254,2.5302109718322754,2.766230583190918,25.209379196166992
SEM,office,7.5,PESQ,41,2.600281000137329,2.4675793647766113,2.7288355827331543,22.205772399902344
SEM,office,7.5,CSIG,41,3.9843337535858154,3.874664068222046,4.08711051940918,23.542741775512695
SEM,office,7.5,CBAK,41,2.3704679012298584,2.2988030910491943,2.440612316131592,21.956281661987305
SEM,office,7.5,COVL,41,3.284205913543701,3.165093421936035,3.3996951580047607,22.77998924255371
SEM,office,12.5,PESQ,42,2.97904109954834,2.845337390899658,3.1028523445129395,18.181659698486328
SEM,office,12.5,CSIG,42,4.355618476867676,4.243801593780518,4.462950706481934,23.049165725708008
SEM,office,12.5,CBAK,42,2.648357391357422,2.5725982189178467,2.723129987716675,20.94268035888672
SEM,office,12.5,COVL,42,3.670091390609741,3.555711507797241,3.7885653972625732,21.413604736328125
SEM,office,17.5,PESQ,41,3.4152424335479736,3.28908109664917,3.5272560119628906,9.358062744140625
SEM,office,17.5,CSIG,41,4.774969100952148,4.676231861114502,4.87371826171875,11.995147705078125
SEM,office,17.5,CBAK,41,2.9986655712127686,2.925091505050659,3.0634026527404785,12.080406188964844
SEM,office,17.5,COVL,41,4.122329235076904,4.003897666931152,4.241631031036377,13.303667068481445
SEM,psquare,2.5,PESQ,41,1.3100619316101074,1.2520198822021484,1.3700309991836548,19.58718490600586
SEM,psquare,2.5,CSIG,41,2.6799488067626953,2.572723627090454,2.782705068588257,21.34615707397461
SEM,psquare,2.5,CBAK,41,1.5282584428787231,1.4750615358352661,1.5846067667007446,23.940467834472656
SEM,psquare,2.5,COVL,41,1.933841586112976,1.8510363101959229,2.018681287765503,21.69000816345215
SEM,psquare,7.5,PESQ,42,1.5739758014678955,1.4871110916137695,1.6646336317062378,26.297405242919922
SEM,psquare,7.5,CSIG,42,3.045867681503296,2.9527266025543213,3.140749931335449,23.269859313964844
SEM,psquare,7.5,CBAK,42,1.782806396484375,1.7325257062911987,1.832025408744812,20.983646392822266
SEM,psquare,7.5,COVL,42,2.2694385051727295,2.182708740234375,2.3556630611419678,24.50040054321289
SEM,psquare,12.5,PESQ,41,1.9723856449127197,1.8146123886108398,2.132685661315918,24.328453063964844
SEM,psquare,12.5,CSIG,41,3.565084934234619,3.435063600540161,3.688849925994873,17.188814163208008
SEM,psquare,12.5,CBAK,41,2.0957677364349365,2.013214111328125,2.1753716468811035,22.573251724243164
SEM,psquare,12.5,COVL,41,2.745208263397217,2.6006662845611572,2.8857786655426025,23.202003479003906
SEM,psquare,17.5,PESQ,42,2.5965158939361572,2.4694201946258545,2.7216947078704834,24.10503578186035
SEM,psquare,17.5,CSIG,42,4.061331748962402,3.9256808757781982,4.197589874267578,21.853221893310547
SEM,psquare,17.5,CBAK,42,2.5249087810516357,2.4551193714141846,2.5948879718780518,23.350440979003906
SEM,psquare,17.5,COVL,42,3.3181872367858887,3.1854913234710693,3.446802854537964,23.74498176574707
SEM_lit,bus,2.5,PESQ,42,1.9786014556884766,1.7986929416656494,2.1539523601531982,21.44319725036621
SEM_lit,bus,2.5,CSIG,42,3.3229310512542725,3.1596474647521973,3.4886951446533203,22.4069766998291
SEM_lit,bus,2.5,CBAK,42,1.9620689153671265,1.873435378074646,2.054567813873291,22.017751693725586
SEM_lit,bus,2.5,COVL,42,2.5979957580566406,2.4259681701660156,2.772162914276123,22.07765769958496
SEM_lit,bus,7.5,PESQ,41,2.5880775451660156,2.4050161838531494,2.7724270820617676,22.690689086914062
SEM_lit,bus,7.5,CSIG,41,3.9463791847229004,3.785545825958252,4.099832534790039,22.04326057434082
SEM_lit,bus,7.5,CBAK,41,2.4021155834198,2.3114285469055176,2.4896719455718994,23.466617584228516
SEM_lit,bus,7.5,COVL,41,3.2478582859039307,3.0791521072387695,3.4140899181365967,22.491228103637695
SEM_lit,bus,12.5,PESQ,41,2.894545078277588,2.7251274585723877,3.0605082511901855,19.968578338623047
SEM_lit,bus,12.5,CSIG,41,4.309814929962158,4.164533615112305,4.449344158172607,21.90660285949707
SEM_lit,bus,12.5,CBAK,41,2.661874532699585,2.574439764022827,2.7503652572631836,21.131126403808594
SEM_lit,bus,12.5,COVL,41,3.593980550765991,3.443718433380127,3.7485408782958984,21.219736099243164
SEM_lit,bus,17.5,PESQ,40,3.3062989711761475,3.1415913105010986,3.4696521759033203,21.98419952392578
SEM_lit,bus,17.5,CSIG,40,4.651071071624756,4.495713233947754,4.795289516448975,21.340614318847656
SEM_lit,bus,17.5,CBAK,40,2.9488768577575684,2.851738452911377,3.0399792194366455,22.742774963378906
SEM_lit,bus,17.5,COVL,40,4.006046295166016,3.8389089107513428,4.168351650238037,22.85399627685547
SEM_lit,cafe,2.5,PESQ,42,1.1912380456924438,1.148369312286377,1.234614372253418,16.67786407470703
SEM_lit,cafe,2.5,CSIG,42,1.974567174911499,1.8384263515472412,2.1143856048583984,22.52150535583496
SEM_lit,cafe,2.5,CBAK,42,1.466944932937622,1.4209637641906738,1.5138715505599976,23.34785270690918
SEM_lit,cafe,2.5,COVL,42,1.4959956407546997,1.4069901704788208,1.5835412740707397,24.097909927368164
SEM_lit,cafe,7.5,PESQ,40,1.4173229932785034,1.3310537338256836,1.5119514465332031,14.013307571411133
SEM_lit,cafe,7.5,CSIG,40,2.565049886703491,2.4118664264678955,2.717650890350342,21.00120735168457
SEM_lit,cafe,7.5,CBAK,40,1.7381163835525513,1.674699306488037,1.8022998571395874,17.721675872802734
SEM_lit,cafe,7.5,COVL,40,1.9361976385116577,1.8185181617736816,2.0564539432525635,18.33250617980957
SEM_lit,cafe,12.5,PESQ,41,1.7412593364715576,1.6242345571517944,1.8592218160629272,24.084470748901367
SEM_lit,cafe,12.5,CSIG,41,3.0474090576171875,2.915254592895508,3.1745948791503906,23.87278175354004
SEM_lit,cafe,12.5,CBAK,41,2.0123822689056396,1.9435536861419678,2.0763437747955322,24.640146255493164
SEM_lit,cafe,12.5,COVL,41,2.357983112335205,2.232241153717041,2.480525016784668,24.240007400512695
SEM_lit,cafe,17.5,PESQ,41,2.262190103530884,2.152555465698242,2.371898651123047,23.924232482910156
SEM_lit,cafe,17.5,CSIG,41,3.597151517868042,3.4759490489959717,3.7188494205474854,24.952695846557617
SEM_lit,cafe,17.5,CBAK,41,2.3519327640533447,2.2879738807678223,2.419396162033081,23.744075775146484
SEM_lit,cafe,17.5,COVL,41,2.906160831451416,2.7946879863739014,3.024412155151367,25.13251495361328
SEM_lit,living,2.5,PESQ,42,1.2725248336791992,1.2149319648742676,1.3293850421905518,23.213743209838867
SEM_lit,living,2.5,CSIG,42,2.1865127086639404,2.0734918117523193,2.2824277877807617,8.604328155517578
SEM_lit,living,2.5,CBAK,42,1.52279794216156,1.4808144569396973,1.565981388092041,21.295278549194336
SEM_lit,living,2.5,COVL,42,1.6331690549850464,1.5606389045715332,1.704931378364563,16.539806365966797
SEM_lit,living,7.5,PESQ,42,1.585364580154419,1.4861961603164673,1.6870102882385254,25.10319709777832
SEM_lit,living,7.5,CSIG,42,2.673558235168457,2.5106606483459473,2.814577341079712,8.862550735473633
SEM_lit,living,7.5,CBAK,42,1.8368079662322998,1.7761286497116089,1.8963055610656738,24.713300704956055
SEM_lit,living,7.5,COVL,42,2.060678243637085,1.9389991760253906,2.187627077102661,19.827791213989258
SEM_lit,living,12.5,PESQ,42,1.914299726486206,1.7969837188720703,2.028409242630005,22.82932472229004
SEM_lit,living,12.5,CSIG,42,3.0899362564086914,2.96091890335083,3.2210001945495605,18.76715660095215
SEM_lit,living,12.5,CBAK,42,2.0957632064819336,2.0319528579711914,2.1615819931030273,21.429731369018555
SEM_lit,living,12.5,COVL,42,2.461294174194336,2.339465618133545,2.5836215019226074,22.131078720092773
SEM_lit,living,17.5,PESQ,40,2.3622734546661377,2.2508368492126465,2.469353437423706,23.215450286865234
