system,noise,snr_db,metric,n,mean,ci_low,ci_high,nu_mean
SEM_lit,living,17.5,CSIG,40,3.5516881942749023,3.383857011795044,3.7149295806884766,18.153718948364258
SEM_lit,living,17.5,CBAK,40,2.4136338233947754,2.359391212463379,2.4683310985565186,22.351545333862305
SEM_lit,living,17.5,COVL,40,2.933657169342041,2.7993292808532715,3.0661165714263916,23.110681533813477
SEM_lit,office,2.5,PESQ,40,2.150329828262329,2.014261484146118,2.285219430923462,23.784992218017578
SEM_lit,office,2.5,CSIG,40,3.39858078956604,3.295647621154785,3.5008978843688965,22.43394660949707
SEM_lit,office,2.5,CBAK,40,2.1197350025177,2.0431301593780518,2.1936583518981934,24.492828369140625
SEM_lit,office,2.5,COVL,40,2.7465412616729736,2.633960008621216,2.8610663414001465,24.29439353942871
SEM_lit,office,7.5,PESQ,41,2.665538787841797,2.551513671875,2.7771027088165283,24.056299209594727
SEM_lit,office,7.5,CSIG,41,3.9988648891448975,3.903709650039673,4.097315311431885,23.50773048400879
SEM_lit,office,7.5,CBAK,41,2.480534553527832,2.4160661697387695,2.5389108657836914,24.40349578857422
SEM_lit,office,7.5,COVL,41,3.3247592449188232,3.2175638675689697,3.429069995880127,23.36571502685547
SEM_lit,office,12.5,PESQ,42,2.93963885307312,2.8089404106140137,3.0644290447235107,15.721708297729492
SEM_lit,office,12.5,CSIG,42,4.304903984069824,4.200266361236572,4.404829502105713,23.03266143798828
SEM_lit,office,12.5,CBAK,42,2.705099105834961,2.635138988494873,2.775458335876465,19.482421875
SEM_lit,office,12.5,COVL,42,3.6263558864593506,3.505146026611328,3.7433176040649414,20.40487289428711
SEM_lit,office,17.5,PESQ,41,3.37395977973938,3.2647902965545654,3.48093581199646,14.654094696044922
SEM_lit,office,17.5,CSIG,41,4.74100399017334,4.643285751342773,4.8336639404296875,13.93023681640625
SEM_lit,office,17.5,CBAK,41,3.0181143283843994,2.954223155975342,3.0798141956329346,16.54915428161621
SEM_lit,office,17.5,COVL,41,4.084326267242432,3.975597858428955,4.190553188323975,15.468522071838379
SEM_lit,psquare,2.5,PESQ,41,1.4068938493728638,1.321969747543335,1.4986287355422974,23.65892791748047
SEM_lit,psquare,2.5,CSIG,41,2.7170393466949463,2.6016483306884766,2.8324592113494873,22.79775619506836
SEM_lit,psquare,2.5,CBAK,41,1.6608396768569946,1.5946745872497559,1.7233784198760986,24.547943115234375
SEM_lit,psquare,2.5,COVL,41,2.002263307571411,1.9025452136993408,2.10064959526062,23.207477569580078
SEM_lit,psquare,7.5,PESQ,42,1.6947039365768433,1.5942946672439575,1.7937732934951782,25.383161544799805
SEM_lit,psquare,7.5,CSIG,42,3.09767746925354,3.002448797225952,3.1932923793792725,22.15415382385254
SEM_lit,psquare,7.5,CBAK,42,1.9254441261291504,1.872950553894043,1.9760637283325195,21.837617874145508
SEM_lit,psquare,7.5,COVL,42,2.3577940464019775,2.2636678218841553,2.4512081146240234,23.8912410736084
SEM_lit,psquare,12.5,PESQ,41,2.016753673553467,1.8521919250488281,2.1795148849487305,25.034807205200195
SEM_lit,psquare,12.5,CSIG,41,3.558239459991455,3.4335262775421143,3.6799654960632324,18.070524215698242
SEM_lit,psquare,12.5,CBAK,41,2.18295955657959,2.104846477508545,2.259983777999878,23.20051383972168
SEM_lit,psquare,12.5,COVL,41,2.7656452655792236,2.616124153137207,2.9083242416381836,23.278011322021484
SEM_lit,psquare,17.5,PESQ,42,2.6838877201080322,2.5600271224975586,2.8056774139404297,24.01343536376953
SEM_lit,psquare,17.5,CSIG,42,4.084347724914551,3.9448697566986084,4.225553035736084,22.214466094970703
SEM_lit,psquare,17.5,CBAK,42,2.6018645763397217,2.529888868331909,2.6752376556396484,23.33401107788086
SEM_lit,psquare,17.5,COVL,42,3.3732800483703613,3.23433256149292,3.5087239742279053,23.057947158813477
SEM_lit_uFB,bus,2.5,PESQ,42,1.8544682264328003,1.7023423910140991,2.006920337677002,21.708606719970703
SEM_lit_uFB,bus,2.5,CSIG,42,3.207475185394287,3.04644513130188,3.370398759841919,22.687637329101562
SEM_lit_uFB,bus,2.5,CBAK,42,1.9299824237823486,1.8486179113388062,2.0143885612487793,22.503835678100586
SEM_lit_uFB,bus,2.5,COVL,42,2.47332763671875,2.3200526237487793,2.627953290939331,21.704742431640625
SEM_lit_uFB,bus,7.5,PESQ,41,2.419171094894409,2.2404067516326904,2.6019814014434814,24.50994300842285
SEM_lit_uFB,bus,7.5,CSIG,41,3.8025012016296387,3.6455986499786377,3.9623916149139404,23.27715492248535
SEM_lit_uFB,bus,7.5,CBAK,41,2.356454372406006,2.269160747528076,2.4465394020080566,24.303543090820312
SEM_lit_uFB,bus,7.5,COVL,41,3.085115909576416,2.9215242862701416,3.2572171688079834,23.93280029296875
SEM_lit_uFB,bus,12.5,PESQ,41,2.7778258323669434,2.6216137409210205,2.9400527477264404,18.72919273376465
SEM_lit_uFB,bus,12.5,CSIG,41,4.204321384429932,4.056809425354004,4.3484416007995605,20.624614715576172
SEM_lit_uFB,bus,12.5,CBAK,41,2.6513922214508057,2.5596418380737305,2.745911121368408,20.297765731811523
SEM_lit_uFB,bus,12.5,COVL,41,3.4836604595184326,3.330249786376953,3.6286637783050537,20.696792602539062
SEM_lit_uFB,bus,17.5,PESQ,40,3.263458251953125,3.0932140350341797,3.431145191192627,22.367204666137695
SEM_lit_uFB,bus,17.5,CSIG,40,4.59644079208374,4.445044040679932,4.740411281585693,22.595449447631836
SEM_lit_uFB,bus,17.5,CBAK,40,2.9743621349334717,2.87349271774292,3.074835777282715,23.21013641357422
SEM_lit_uFB,bus,17.5,COVL,40,3.95462965965271,3.7882401943206787,4.116881370544434,22.880796432495117
SEM_lit_uFB,cafe,2.5,PESQ,42,1.1689637899398804,1.1292917728424072,1.2108895778656006,15.630922317504883
SEM_lit_uFB,cafe,2.5,CSIG,42,1.9320552349090576,1.8023525476455688,2.064720630645752,21.9797306060791
SEM_lit_uFB,cafe,2.5,CBAK,42,1.4883205890655518,1.4463218450546265,1.5321029424667358,24.370685577392578
SEM_lit_uFB,cafe,2.5,COVL,42,1.4666091203689575,1.383026361465454,1.5485265254974365,24.286991119384766
SEM_lit_uFB,cafe,7.5,PESQ,40,1.3873876333236694,1.308608889579773,1.4751981496810913,15.172235488891602
SEM_lit_uFB,cafe,7.5,CSIG,40,2.5136911869049072,2.3758225440979004,2.6493701934814453,21.690086364746094
SEM_lit_uFB,cafe,7.5,CBAK,40,1.768492579460144,1.710074543952942,1.8266979455947876,16.161169052124023
SEM_lit_uFB,cafe,7.5,COVL,40,1.895854115486145,1.7909409999847412,1.9992457628250122,18.260629653930664
SEM_lit_uFB,cafe,12.5,PESQ,41,1.6943975687026978,1.5867066383361816,1.8056640625,23.94593620300293
SEM_lit_uFB,cafe,12.5,CSIG,41,2.9875197410583496,2.865539312362671,3.107431173324585,22.71307373046875
SEM_lit_uFB,cafe,12.5,CBAK,41,2.0370211601257324,1.9775859117507935,2.0999603271484375,23.662580490112305
SEM_lit_uFB,cafe,12.5,COVL,41,2.3031017780303955,2.1916120052337646,2.4186577796936035,23.32563018798828
SEM_lit_uFB,cafe,17.5,PESQ,41,2.0793278217315674,1.9417434930801392,2.2203564643859863,23.872270584106445
SEM_lit_uFB,cafe,17.5,CSIG,41,3.4468038082122803,3.3189384937286377,3.5678184032440186,24.292478561401367
SEM_lit_uFB,cafe,17.5,CBAK,41,2.309885263442993,2.2384676933288574,2.3831756114959717,23.567806243896484
SEM_lit_uFB,cafe,17.5,COVL,41,2.7406210899353027,2.6075267791748047,2.860438823699951,24.684404373168945
SEM_lit_uFB,living,2.5,PESQ,42,1.2420125007629395,1.1932214498519897,1.292356252670288,23.599180221557617
SEM_lit_uFB,living,2.5,CSIG,42,2.137971878051758,2.020526170730591,2.237156867980957,10.930022239685059
SEM_lit_uFB,living,2.5,CBAK,42,1.5428584814071655,1.5043864250183105,1.5829838514328003,22.69671630859375
SEM_lit_uFB,living,2.5,COVL,42,1.6025959253311157,1.5383011102676392,1.6646474599838257,15.264055252075195
SEM_lit_uFB,living,7.5,PESQ,42,1.5305014848709106,1.4304081201553345,1.6359155178070068,26.48884391784668
SEM_lit_uFB,living,7.5,CSIG,42,2.612787961959839,2.4580276012420654,2.7481837272644043,9.433343887329102
SEM_lit_uFB,living,7.5,CBAK,42,1.8504658937454224,1.7882709503173828,1.9091906547546387,25.376371383666992
SEM_lit_uFB,living,7.5,COVL,42,2.0036795139312744,1.8873976469039917,2.1194064617156982,20.44727325439453
SEM_lit_uFB,living,12.5,PESQ,42,1.8057445287704468,1.676486849784851,1.9372917413711548,25.083221435546875
SEM_lit_uFB,living,12.5,CSIG,42,2.9967565536499023,2.863440990447998,3.127122640609741,19.9309024810791
SEM_lit_uFB,living,12.5,CBAK,42,2.093158006668091,2.027878999710083,2.1594974994659424,20.746686935424805
SEM_lit_uFB,living,12.5,COVL,42,2.362719774246216,2.230423927307129,2.5011518001556396,23.69658851623535
SEM_lit_uFB,living,17.5,PESQ,40,2.289462089538574,2.163642406463623,2.420588493347168,22.66014862060547
SEM_lit_uFB,living,17.5,CSIG,40,3.4655351638793945,3.2906851768493652,3.631592273712158,20.923009872436523
SEM_lit_uFB,living,17.5,CBAK,40,2.421006917953491,2.3527445793151855,2.4880332946777344,22.518844604492188
SEM_lit_uFB,living,17.5,COVL,40,2.853142261505127,2.7070364952087402,2.9963693618774414,25.456050872802734
SEM_lit_uFB,office,2.5,PESQ,40,1.9937344789505005,1.8585147857666016,2.129270315170288,24.808719635009766
SEM_lit_uFB,office,2.5,CSIG,40,3.2716760635375977,3.1692612171173096,3.3771474361419678,23.193727493286133
SEM_lit_uFB,office,2.5,CBAK,40,2.076158285140991,1.9956005811691284,2.1588504314422607,22.72022819519043
SEM_lit_uFB,office,2.5,COVL,40,2.603534698486328,2.4855244159698486,2.7188944816589355,25.035036087036133
SEM_lit_uFB,office,7.5,PESQ,41,2.4763681888580322,2.3366777896881104,2.621758460998535,24.869243621826172
SEM_lit_uFB,office,7.5,CSIG,41,3.8532402515411377,3.7464823722839355,3.957491397857666,24.205337524414062
SEM_lit_uFB,office,7.5,CBAK,41,2.432101011276245,2.363365411758423,2.5041463375091553,24.59377098083496
SEM_lit_uFB,office,7.5,COVL,41,3.157928466796875,3.0343210697174072,3.28340482711792,24.9420223236084
SEM_lit_uFB,office,12.5,PESQ,42,2.836817502975464,2.724616289138794,2.948751211166382,19.032611846923828
SEM_lit_uFB,office,12.5,CSIG,42,4.2156267166137695,4.124469757080078,4.308012008666992,23.43613052368164
SEM_lit_uFB,office,12.5,CBAK,42,2.700604200363159,2.635235071182251,2.7673304080963135,21.536867141723633
SEM_lit_uFB,office,12.5,COVL,42,3.531571388244629,3.423105001449585,3.6360557079315186,21.77886390686035
SEM_lit_uFB,office,17.5,PESQ,41,3.260335922241211,3.1279547214508057,3.3832621574401855,12.191662788391113
SEM_lit_uFB,office,17.5,CSIG,41,4.6332926750183105,4.527538299560547,4.736146450042725,19.107324600219727
SEM_lit_uFB,office,17.5,CBAK,41,3.006279945373535,2.932243824005127,3.0723159313201904,13.200761795043945
SEM_lit_uFB,office,17.5,COVL,41,3.969144582748413,3.8437108993530273,4.086211681365967,16.192302703857422
SEM_lit_uFB,psquare,2.5,PESQ,41,1.3373785018920898,1.2716302871704102,1.4039618968963623,21.171960830688477
SEM_lit_uFB,psquare,2.5,CSIG,41,2.6426022052764893,2.54115891456604,2.7451319694519043,22.062177658081055
SEM_lit_uFB,psquare,2.5,CBAK,41,1.655702829360962,1.5989195108413696,1.7126269340515137,24.772518157958984
SEM_lit_uFB,psquare,2.5,COVL,41,1.9283215999603271,1.8462507724761963,2.010934829711914,21.617088317871094
SEM_lit_uFB,psquare,7.5,PESQ,42,1.5964752435684204,1.4941463470458984,1.6942951679229736,26.18088722229004
SEM_lit_uFB,psquare,7.5,CSIG,42,2.997190237045288,2.903257131576538,3.087169647216797,23.467615127563477
SEM_lit_uFB,psquare,7.5,CBAK,42,1.9187244176864624,1.8681272268295288,1.9691660404205322,23.199201583862305
SEM_lit_uFB,psquare,7.5,COVL,42,2.2572109699249268,2.162564277648926,2.351687431335449,24.520488739013672
SEM_lit_uFB,psquare,12.5,PESQ,41,1.9473696947097778,1.7934013605117798,2.0985336303710938,25.416379928588867
SEM_lit_uFB,psquare,12.5,CSIG,41,3.4873156547546387,3.3694424629211426,3.6052122116088867,16.31090545654297
SEM_lit_uFB,psquare,12.5,CBAK,41,2.1986823081970215,2.1232528686523438,2.2696707248687744,23.034175872802734
SEM_lit_uFB,psquare,12.5,COVL,41,2.6921579837799072,2.5541017055511475,2.8329269886016846,22.794919967651367
SEM_lit_uFB,psquare,17.5,PESQ,42,2.5319836139678955,2.4009838104248047,2.6632370948791504,24.20475196838379
SEM_lit_uFB,psquare,17.5,CSIG,42,3.952711820602417,3.8248095512390137,4.079922676086426,23.463632583618164
SEM_lit_uFB,psquare,17.5,CBAK,42,2.5708000659942627,2.5004732608795166,2.638889789581299,24.13180923461914
SEM_lit_uFB,psquare,17.5,COVL,42,3.234074831008911,3.102889060974121,3.363856315612793,24.299654006958008
SEM_uFB,bus,2.5,PESQ,42,1.8125122785568237,1.6573008298873901,1.9744665622711182,21.088298797607422
SEM_uFB,bus,2.5,CSIG,42,3.1862270832061768,3.0201971530914307,3.3493216037750244,22.229259490966797
SEM_uFB,bus,2.5,CBAK,42,1.8203425407409668,1.740166187286377,1.9043779373168945,20.644712448120117
SEM_uFB,bus,2.5,COVL,42,2.4398443698883057,2.2864339351654053,2.5955910682678223,21.093442916870117
SEM_uFB,bus,7.5,PESQ,41,2.391761541366577,2.2092854976654053,2.5725271701812744,24.011207580566406
SEM_uFB,bus,7.5,CSIG,41,3.793861150741577,3.629055976867676,3.9529988765716553,23.309267044067383
SEM_uFB,bus,7.5,CBAK,41,2.266099214553833,2.1714887619018555,2.3604798316955566,23.698863983154297
SEM_uFB,bus,7.5,COVL,41,3.072202682495117,2.896657705307007,3.242105484008789,23.6980037689209
SEM_uFB,bus,12.5,PESQ,41,2.7881662845611572,2.6261494159698486,2.947944164276123,17.31991958618164
SEM_uFB,bus,12.5,CSIG,41,4.235745429992676,4.0915045738220215,4.384976863861084,20.862829208374023
SEM_uFB,bus,12.5,CBAK,41,2.593736171722412,2.497389793395996,2.6885201930999756,20.159788131713867
SEM_uFB,bus,12.5,COVL,41,3.5044946670532227,3.349447727203369,3.6625804901123047,20.468412399291992
SEM_uFB,bus,17.5,PESQ,40,3.3555448055267334,3.189967155456543,3.5185868740081787,20.737504959106445
SEM_uFB,bus,17.5,CSIG,40,4.667942523956299,4.532646656036377,4.802529335021973,18.703231811523438
SEM_uFB,bus,17.5,CBAK,40,2.97351336479187,2.8705785274505615,3.075064182281494,23.14015007019043
SEM_uFB,bus,17.5,COVL,40,4.044465065002441,3.8830599784851074,4.204244136810303,21.947294235229492
SEM_uFB,cafe,2.5,PESQ,42,1.166291356086731,1.1287508010864258,1.205432415008545,20.132781982421875
SEM_uFB,cafe,2.5,CSIG,42,1.9703480005264282,1.84681236743927,2.096264123916626,21.029781341552734
SEM_uFB,cafe,2.5,CBAK,42,1.4022440910339355,1.358190655708313,1.4461085796356201,24.740943908691406
SEM_uFB,cafe,2.5,COVL,42,1.4792344570159912,1.397509217262268,1.5575058460235596,23.494823455810547
SEM_uFB,cafe,7.5,PESQ,40,1.3659113645553589,1.2911348342895508,1.445077896118164,15.016922950744629
SEM_uFB,cafe,7.5,CSIG,40,2.5382494926452637,2.4023990631103516,2.6726856231689453,21.58035659790039
SEM_uFB,cafe,7.5,CBAK,40,1.665379285812378,1.6048338413238525,1.7278738021850586,18.29380226135254
SEM_uFB,cafe,7.5,COVL,40,1.8915313482284546,1.7923952341079712,1.993544340133667,18.074604034423828
SEM_uFB,cafe,12.5,PESQ,41,1.6373627185821533,1.532573938369751,1.744792103767395,24.242074966430664
SEM_uFB,cafe,12.5,CSIG,41,2.9947307109832764,2.8822410106658936,3.1046385765075684,23.52035140991211
SEM_uFB,cafe,12.5,CBAK,41,1.9304144382476807,1.8693368434906006,1.9912716150283813,24.078317642211914
SEM_uFB,cafe,12.5,COVL,41,2.2758185863494873,2.1737420558929443,2.383073568344116,23.391159057617188
SEM_uFB,cafe,17.5,PESQ,41,2.020034074783325,1.8743575811386108,2.160083770751953,25.418384552001953
SEM_uFB,cafe,17.5,CSIG,41,3.4709930419921875,3.3427681922912598,3.6019692420959473,23.917997360229492
SEM_uFB,cafe,17.5,CBAK,41,2.230316638946533,2.150779962539673,2.312412738800049,24.907363891601562
SEM_uFB,cafe,17.5,COVL,41,2.7235193252563477,2.591982364654541,2.8546056747436523,24.466829299926758
SEM_uFB,living,2.5,PESQ,42,1.2193480730056763,1.1764360666275024,1.2633956670761108,22.63619041442871
SEM_uFB,living,2.5,CSIG,42,2.1586008071899414,2.039391279220581,2.261911630630493,12.113154411315918
SEM_uFB,living,2.5,CBAK,42,1.4289671182632446,1.3909417390823364,1.4669090509414673,22.972827911376953
SEM_uFB,living,2.5,COVL,42,1.6053767204284668,1.5407531261444092,1.666642189025879,13.232182502746582
SEM_uFB,living,7.5,PESQ,42,1.478574514389038,1.3803300857543945,1.5762113332748413,26.017837524414062
SEM_uFB,living,7.5,CSIG,42,2.6058926582336426,2.459716320037842,2.7397730350494385,15.50001049041748
SEM_uFB,living,7.5,CBAK,42,1.7388432025909424,1.6809934377670288,1.7965929508209229,24.162464141845703
SEM_uFB,living,7.5,COVL,42,1.9850705862045288,1.8725719451904297,2.092155694961548,22.521390914916992
SEM_uFB,living,12.5,PESQ,42,1.760880708694458,1.6409392356872559,1.8870805501937866,23.567493438720703
SEM_uFB,living,12.5,CSIG,42,3.0169901847839355,2.8949527740478516,3.1387569904327393,18.885887145996094
SEM_uFB,living,12.5,CBAK,42,1.9867596626281738,1.9171864986419678,2.0580942630767822,19.894926071166992
SEM_uFB,living,12.5,COVL,42,2.348682165145874,2.2271130084991455,2.4703564643859863,22.463197708129883
SEM_uFB,living,17.5,PESQ,40,2.319890260696411,2.192620038986206,2.4515795707702637,21.854032516479492
SEM_uFB,living,17.5,CSIG,40,3.5393171310424805,3.3774640560150146,3.696834087371826,22.81995391845703
SEM_uFB,living,17.5,CBAK,40,2.388641357421875,2.3240535259246826,2.4539053440093994,22.545555114746094
SEM_uFB,living,17.5,COVL,40,2.9076929092407227,2.77323055267334,3.0497796535491943,24.943931579589844
SEM_uFB,office,2.5,PESQ,40,1.9301034212112427,1.792222499847412,2.067627429962158,25.531911849975586
SEM_uFB,office,2.5,CSIG,40,3.2649269104003906,3.1583352088928223,3.373753786087036,23.70248031616211
SEM_uFB,office,2.5,CBAK,40,1.975703239440918,1.8974673748016357,2.0547118186950684,23.730236053466797
SEM_uFB,office,2.5,COVL,40,2.5681190490722656,2.448399782180786,2.6867997646331787,25.530134201049805
SEM_uFB,office,7.5,PESQ,41,2.474220037460327,2.3414084911346436,2.6041109561920166,24.644481658935547
SEM_uFB,office,7.5,CSIG,41,3.8991291522979736,3.796433687210083,3.9984302520751953,25.04433822631836
SEM_uFB,office,7.5,CBAK,41,2.3563039302825928,2.286619186401367,2.4236268997192383,23.432308197021484
SEM_uFB,office,7.5,COVL,41,3.176051139831543,3.0578460693359375,3.295261859893799,24.70500946044922
SEM_uFB,office,12.5,PESQ,42,2.929248094558716,2.79683518409729,3.051734685897827,18.80179786682129
SEM_uFB,office,12.5,CSIG,42,4.318601608276367,4.216219902038574,4.420535564422607,21.99892234802246
SEM_uFB,office,12.5,CBAK,42,2.6758711338043213,2.6003971099853516,2.7499070167541504,21.209182739257812
SEM_uFB,office,12.5,COVL,42,3.629620313644409,3.5129568576812744,3.746290683746338,21.132043838500977
SEM_uFB,office,17.5,PESQ,41,3.3926451206207275,3.264868974685669,3.5065135955810547,11.10876178741455
SEM_uFB,office,17.5,CSIG,41,4.75272798538208,4.65519905090332,4.847372531890869,15.522430419921875
SEM_uFB,office,17.5,CBAK,41,3.0282773971557617,2.9580841064453125,3.0935592651367188,11.382006645202637
SEM_uFB,office,17.5,COVL,41,4.100026607513428,3.9774794578552246,4.2135725021362305,14.931744575500488
SEM_uFB,psquare,2.5,PESQ,41,1.2911264896392822,1.2363919019699097,1.3462812900543213,15.421937942504883
SEM_uFB,psquare,2.5,CSIG,41,2.6338117122650146,2.535963535308838,2.733302354812622,21.645862579345703
SEM_uFB,psquare,2.5,CBAK,41,1.5475516319274902,1.4947729110717773,1.5997954607009888,24.338247299194336
SEM_uFB,psquare,2.5,COVL,41,1.9017136096954346,1.8244328498840332,1.9779571294784546,20.141592025756836
SEM_uFB,psquare,7.5,PESQ,42,1.5392297506332397,1.442116379737854,1.635857343673706,26.41841697692871
SEM_uFB,psquare,7.5,CSIG,42,2.987903356552124,2.895554304122925,3.084404230117798,24.190065383911133
SEM_uFB,psquare,7.5,CBAK,42,1.808978796005249,1.7546987533569336,1.8641083240509033,22.505582809448242
SEM_uFB,psquare,7.5,COVL,42,2.222424030303955,2.129955530166626,2.3119022846221924,25.356536865234375
SEM_uFB,psquare,12.5,PESQ,41,1.9355388879776,1.7733412981033325,2.0970704555511475,25.186275482177734
SEM_uFB,psquare,12.5,CSIG,41,3.5197577476501465,3.3942203521728516,3.6433498859405518,17.01068878173828
SEM_uFB,psquare,12.5,CBAK,41,2.122267723083496,2.040398597717285,2.203124523162842,23.4456729888916
SEM_uFB,psquare,12.5,COVL,41,2.7028026580810547,2.557403564453125,2.845609188079834,23.327308654785156
SEM_uFB,psquare,17.5,PESQ,42,2.5345346927642822,2.4082345962524414,2.658660650253296,23.863529205322266
SEM_uFB,psquare,17.5,CSIG,42,4.002095699310303,3.870746374130249,4.133188247680664,23.483800888061523
SEM_uFB,psquare,17.5,CBAK,42,2.5299112796783447,2.463392496109009,2.594980001449585,24.00857925415039
SEM_uFB,psquare,17.5,COVL,42,3.260319948196411,3.134762763977051,3.379225969314575,24.67220687866211
Unprocessed,bus,2.5,PESQ,42,1.7193835973739624,1.5582878589630127,1.8834713697433472,18.02558708190918
Unprocessed,bus,2.5,CSIG,42,3.1999170780181885,3.040923595428467,3.355266571044922,21.20838737487793
Unprocessed,bus,2.5,CBAK,42,1.959241271018982,1.862806797027588,2.0601882934570312,20.702836990356445
Unprocessed,bus,2.5,COVL,42,2.4066174030303955,2.2535297870635986,2.568035125732422,19.044086456298828
Unprocessed,bus,7.5,PESQ,41,2.2769947052001953,2.0800349712371826,2.4802279472351074,25.57851219177246
Unprocessed,bus,7.5,CSIG,41,3.7974071502685547,3.62951922416687,3.9698829650878906,24.79670524597168
Unprocessed,bus,7.5,CBAK,41,2.509037733078003,2.3870115280151367,2.6312828063964844,25.184782028198242
Unprocessed,bus,7.5,COVL,41,3.0157036781311035,2.8357388973236084,3.203007459640503,25.324609756469727
Unprocessed,bus,12.5,PESQ,41,2.706070899963379,2.5266621112823486,2.8814926147460938,19.918672561645508
Unprocessed,bus,12.5,CSIG,41,4.239567756652832,4.069436550140381,4.395391941070557,21.87591552734375
Unprocessed,bus,12.5,CBAK,41,2.983375072479248,2.8538260459899902,3.108673095703125,20.218122482299805
Unprocessed,bus,12.5,COVL,41,3.4705607891082764,3.302625894546509,3.636404514312744,21.69154167175293
Unprocessed,bus,17.5,PESQ,40,3.2467472553253174,3.055102586746216,3.440114974975586,21.819168090820312
Unprocessed,bus,17.5,CSIG,40,4.639898777008057,4.488679885864258,4.785658836364746,21.140111923217773
Unprocessed,bus,17.5,CBAK,40,3.540849208831787,3.4037537574768066,3.680635452270508,23.003948211669922
Unprocessed,bus,17.5,COVL,40,3.9851081371307373,3.7993335723876953,4.170754909515381,23.36654281616211
Unprocessed,cafe,2.5,PESQ,42,1.1415945291519165,1.1119043827056885,1.1721246242523193,18.73457908630371
Unprocessed,cafe,2.5,CSIG,42,1.9503601789474487,1.8139913082122803,2.0822832584381104,20.897607803344727
Unprocessed,cafe,2.5,CBAK,42,1.5592923164367676,1.505341649055481,1.6118038892745972,24.81951332092285
Unprocessed,cafe,2.5,COVL,42,1.4583088159561157,1.3747307062149048,1.537145972251892,22.764766693115234
Unprocessed,cafe,7.5,PESQ,40,1.2986012697219849,1.2337108850479126,1.3704876899719238,11.50213623046875
Unprocessed,cafe,7.5,CSIG,40,2.5078938007354736,2.368908405303955,2.6495659351348877,21.41193199157715
Unprocessed,cafe,7.5,CBAK,40,1.921025276184082,1.8365657329559326,2.0072309970855713,19.560813903808594
Unprocessed,cafe,7.5,COVL,40,1.8495951890945435,1.7484105825424194,1.9519373178482056,17.482067108154297
Unprocessed,cafe,12.5,PESQ,41,1.5290528535842896,1.4254647493362427,1.627795934677124,24.285001754760742
Unprocessed,cafe,12.5,CSIG,41,2.9461240768432617,2.8152942657470703,3.067337989807129,22.964603424072266
Unprocessed,cafe,12.5,CBAK,41,2.277092456817627,2.1882059574127197,2.3726534843444824,22.593469619750977
Unprocessed,cafe,12.5,COVL,41,2.1987059116363525,2.0876522064208984,2.3056979179382324,24.13653564453125
Unprocessed,cafe,17.5,PESQ,41,1.945471167564392,1.783240795135498,2.1020500659942627,25.521833419799805
Unprocessed,cafe,17.5,CSIG,41,3.448443651199341,3.3002467155456543,3.5945677757263184,24.907785415649414
Unprocessed,cafe,17.5,CBAK,41,2.800253391265869,2.6788783073425293,2.9240546226501465,25.514148712158203
Unprocessed,cafe,17.5,COVL,41,2.673513889312744,2.5273993015289307,2.822152853012085,25.195430755615234
Unprocessed,living,2.5,PESQ,42,1.1723353862762451,1.1396613121032715,1.2047626972198486,20.284074783325195
Unprocessed,living,2.5,CSIG,42,2.1346683502197266,2.02702260017395,2.2365832328796387,14.483863830566406
Unprocessed,living,2.5,CBAK,42,1.559238314628601,1.5161962509155273,1.6025890111923218,22.328765869140625
Unprocessed,living,2.5,COVL,42,1.5726195573806763,1.5112018585205078,1.6278572082519531,13.720463752746582
Unprocessed,living,7.5,PESQ,42,1.3998457193374634,1.3178890943527222,1.4827384948730469,25.592853546142578
Unprocessed,living,7.5,CSIG,42,2.6135783195495605,2.4754326343536377,2.729830265045166,8.6469144821167
Unprocessed,living,7.5,CBAK,42,1.9512251615524292,1.8819330930709839,2.0218849182128906,21.242298126220703
Unprocessed,living,7.5,COVL,42,1.9409208297729492,1.841883897781372,2.0418035984039307,20.149398803710938
Unprocessed,living,12.5,PESQ,42,1.6509969234466553,1.5326213836669922,1.7693637609481812,24.283390045166016
Unprocessed,living,12.5,CSIG,42,2.980243444442749,2.860504388809204,3.102160930633545,17.92950439453125
Unprocessed,living,12.5,CBAK,42,2.296330213546753,2.2000627517700195,2.3960013389587402,19.147676467895508
Unprocessed,living,12.5,COVL,42,2.277927875518799,2.1626858711242676,2.3890910148620605,21.763179779052734
Unprocessed,living,17.5,PESQ,40,2.250903844833374,2.125063896179199,2.3721423149108887,19.683361053466797
Unprocessed,living,17.5,CSIG,40,3.5181713104248047,3.340928792953491,3.684258460998535,19.62676239013672
Unprocessed,living,17.5,CBAK,40,2.892880916595459,2.801515579223633,2.9882445335388184,21.873565673828125
Unprocessed,living,17.5,COVL,40,2.858147621154785,2.70741868019104,3.0037436485290527,23.728702545166016
Unprocessed,office,2.5,PESQ,40,1.772516131401062,1.6275324821472168,1.9220691919326782,25.789325714111328
Unprocessed,office,2.5,CSIG,40,3.1940250396728516,3.090818166732788,3.3013992309570312,24.4954891204834
Unprocessed,office,2.5,CBAK,40,2.077601671218872,1.9891170263290405,2.163219451904297,22.941421508789062
Unprocessed,office,2.5,COVL,40,2.4549362659454346,2.3376400470733643,2.5724380016326904,25.549556732177734
Unprocessed,office,7.5,PESQ,41,2.3423357009887695,2.195777654647827,2.4851040840148926,22.68951988220215
