SNR,PESQ,SIG,OVRL,BAK
17.5,2.78910776739027,3.384584243252505,2.9655452142163568,3.751545190239392
12.5,2.2946482001281368,3.3854522244377665,2.9098164824862174,3.6467684578823314
7.5,1.9861367547396318,3.3271764411294025,2.7825684118619822,3.465880814912459
2.5,1.6022201968402396,3.082260140912421,2.4829077636098353,3.020571397340622
